Since            : 2014-01-01 (users with last contribution before this date are dropped)
Leaving threshold: last contribution before 2025-12-20 (90 days ago)

============================================================
NEWCOMER CLASSIFICATION
============================================================
Total newcomers : 1276
Active          : 12 (1%)
Leaving         : 1264 (99%)

Newcomers:
  sunilgovindankutty             | First: 2017-04-19 | Last: 2017-04-19 | LEAVING
  vixmemon                       | First: 2017-04-19 | Last: 2017-04-19 | LEAVING
  VincSch                        | First: 2017-04-09 | Last: 2017-04-09 | LEAVING
  Fransferdy                     | First: 2017-04-05 | Last: 2017-04-05 | LEAVING
  ashishpratapsingh14            | First: 2017-03-28 | Last: 2017-03-28 | LEAVING
  chinahappyking                 | First: 2016-12-26 | Last: 2017-03-23 | LEAVING
  Satangelsx                     | First: 2017-03-18 | Last: 2017-03-18 | LEAVING
  sambernet                      | First: 2017-03-15 | Last: 2017-03-15 | LEAVING
  bokc                           | First: 2017-03-14 | Last: 2017-03-14 | LEAVING
  rimaxime                       | First: 2017-03-14 | Last: 2017-03-14 | LEAVING
  runesr                         | First: 2017-03-13 | Last: 2017-03-13 | LEAVING
  daniel-alonso-sanchez          | First: 2017-03-09 | Last: 2017-03-09 | LEAVING
  coder-han                      | First: 2017-03-07 | Last: 2017-03-07 | LEAVING
  zhangwei5095                   | First: 2017-03-03 | Last: 2017-03-03 | LEAVING
  aaron-haskins                  | First: 2017-03-02 | Last: 2017-03-02 | LEAVING
  kordes                         | First: 2017-03-02 | Last: 2017-03-02 | LEAVING
  rpahli                         | First: 2017-02-25 | Last: 2017-02-25 | LEAVING
  radut                          | First: 2017-02-24 | Last: 2017-02-24 | LEAVING
  ashwgupt                       | First: 2017-01-31 | Last: 2017-02-21 | LEAVING
  robertYang1024                 | First: 2017-02-17 | Last: 2017-02-17 | LEAVING
  DidierLoiseau                  | First: 2017-02-16 | Last: 2017-02-16 | LEAVING
  itERRatOR                      | First: 2017-02-15 | Last: 2017-02-15 | LEAVING
  HRPatel2000                    | First: 2017-02-14 | Last: 2017-02-14 | LEAVING
  mjablecnik                     | First: 2017-02-10 | Last: 2017-02-10 | LEAVING
  mikexliu                       | First: 2016-07-15 | Last: 2017-02-09 | LEAVING
  JMesens                        | First: 2017-02-08 | Last: 2017-02-08 | LEAVING
  rfelgent                       | First: 2016-09-13 | Last: 2017-02-07 | LEAVING
  beanball                       | First: 2016-12-05 | Last: 2017-02-06 | LEAVING
  jmisur                         | First: 2016-05-25 | Last: 2017-01-26 | LEAVING
  lennartp92                     | First: 2017-01-20 | Last: 2017-01-20 | LEAVING
  linjikai                       | First: 2017-01-19 | Last: 2017-01-19 | LEAVING
  TheSentinel454                 | First: 2017-01-17 | Last: 2017-01-17 | LEAVING
  get2parag                      | First: 2017-01-17 | Last: 2017-01-17 | LEAVING
  samuelbr                       | First: 2017-01-16 | Last: 2017-01-16 | LEAVING
  wallishuang                    | First: 2017-01-16 | Last: 2017-01-16 | LEAVING
  deanpullen                     | First: 2017-01-12 | Last: 2017-01-12 | LEAVING
  David-A-Phillips               | First: 2017-01-11 | Last: 2017-01-11 | LEAVING
  kevinsui581                    | First: 2017-01-09 | Last: 2017-01-09 | LEAVING
  atliwen                        | First: 2017-01-05 | Last: 2017-01-05 | LEAVING
  whboyd                         | First: 2017-01-03 | Last: 2017-01-03 | LEAVING
  Consider007                    | First: 2016-12-27 | Last: 2016-12-27 | LEAVING
  lhqiang                        | First: 2016-12-24 | Last: 2016-12-24 | LEAVING
  newdha                         | First: 2016-11-21 | Last: 2016-12-22 | LEAVING
  philsmart                      | First: 2016-12-22 | Last: 2016-12-22 | LEAVING
  yeta-io-ceo                    | First: 2016-12-22 | Last: 2016-12-22 | LEAVING
  dipinpoovathel                 | First: 2016-12-21 | Last: 2016-12-21 | LEAVING
  phopper-pivotal                | First: 2016-12-19 | Last: 2016-12-19 | LEAVING
  lhanson                        | First: 2016-12-15 | Last: 2016-12-15 | LEAVING
  bmw1800cc                      | First: 2016-11-17 | Last: 2016-12-13 | LEAVING
  gdong42                        | First: 2016-12-13 | Last: 2016-12-13 | LEAVING
  buzdin                         | First: 2016-12-08 | Last: 2016-12-08 | LEAVING
  dilbertside                    | First: 2016-11-05 | Last: 2016-12-07 | LEAVING
  yuliangjin1985                 | First: 2016-11-03 | Last: 2016-11-28 | LEAVING
  Creedzy                        | First: 2016-11-23 | Last: 2016-11-23 | LEAVING
  marvindaviddiaz                | First: 2016-11-22 | Last: 2016-11-22 | LEAVING
  jacks808                       | First: 2016-11-18 | Last: 2016-11-18 | LEAVING
  eivinhb                        | First: 2016-11-18 | Last: 2016-11-18 | LEAVING
  maxjiang153                    | First: 2016-10-10 | Last: 2016-11-17 | LEAVING
  jarmoni                        | First: 2016-06-17 | Last: 2016-11-16 | LEAVING
  triberraar                     | First: 2016-11-12 | Last: 2016-11-12 | LEAVING
  grissomsh                      | First: 2016-09-30 | Last: 2016-11-10 | LEAVING
  sallampalli                    | First: 2016-02-04 | Last: 2016-11-10 | LEAVING
  chriswhitcombe                 | First: 2016-11-10 | Last: 2016-11-10 | LEAVING
  selvakumarEsra                 | First: 2016-11-08 | Last: 2016-11-08 | LEAVING
  liangchouzhou                  | First: 2016-11-07 | Last: 2016-11-07 | LEAVING
  obeyler                        | First: 2016-11-02 | Last: 2016-11-02 | LEAVING
  ahmednasir91                   | First: 2016-11-01 | Last: 2016-11-01 | LEAVING
  kamilwlf                       | First: 2016-10-28 | Last: 2016-10-28 | LEAVING
  nurzico                        | First: 2016-10-26 | Last: 2016-10-26 | LEAVING
  xiakunhou                      | First: 2016-10-26 | Last: 2016-10-26 | LEAVING
  fdirlikli                      | First: 2016-10-25 | Last: 2016-10-25 | LEAVING
  HobbesFNM                      | First: 2016-10-19 | Last: 2016-10-19 | LEAVING
  jervi                          | First: 2016-10-17 | Last: 2016-10-17 | LEAVING
  bufferings                     | First: 2016-10-16 | Last: 2016-10-16 | LEAVING
  StasKolodyuk                   | First: 2016-10-13 | Last: 2016-10-13 | LEAVING
  andreasevers                   | First: 2015-09-14 | Last: 2016-10-12 | LEAVING
  weeniearms                     | First: 2016-10-11 | Last: 2016-10-11 | LEAVING
  zilm13                         | First: 2016-10-11 | Last: 2016-10-11 | LEAVING
  Daerthox                       | First: 2016-10-02 | Last: 2016-10-02 | LEAVING
  berinle                        | First: 2016-08-03 | Last: 2016-09-30 | LEAVING
  jlisam                         | First: 2016-09-30 | Last: 2016-09-30 | LEAVING
  mar1ged                        | First: 2016-09-29 | Last: 2016-09-29 | LEAVING
  ribrewguy                      | First: 2016-09-29 | Last: 2016-09-29 | LEAVING
  gunnarvelle                    | First: 2016-09-27 | Last: 2016-09-27 | LEAVING
  mweirauch                      | First: 2016-09-26 | Last: 2016-09-26 | LEAVING
  sabarnath                      | First: 2016-09-26 | Last: 2016-09-26 | LEAVING
  sjnorman                       | First: 2016-09-26 | Last: 2016-09-26 | LEAVING
  jbhardwaj12                    | First: 2016-09-19 | Last: 2016-09-19 | LEAVING
  khangnd2014                    | First: 2016-09-17 | Last: 2016-09-17 | LEAVING
  pradeepkusingh                 | First: 2016-09-10 | Last: 2016-09-14 | LEAVING
  rnbWarden                      | First: 2016-09-13 | Last: 2016-09-13 | LEAVING
  jsonsocool                     | First: 2016-09-06 | Last: 2016-09-06 | LEAVING
  magnusheino                    | First: 2016-09-06 | Last: 2016-09-06 | LEAVING
  vsgvsg                         | First: 2016-09-06 | Last: 2016-09-06 | LEAVING
  jiangyuhe123                   | First: 2016-08-27 | Last: 2016-09-04 | LEAVING
  kala888                        | First: 2016-09-01 | Last: 2016-09-01 | LEAVING
  lucas-a-rodrigues              | First: 2016-08-27 | Last: 2016-08-27 | LEAVING
  chochos                        | First: 2016-08-25 | Last: 2016-08-25 | LEAVING
  Z-starts                       | First: 2016-08-23 | Last: 2016-08-23 | LEAVING
  kirinrin                       | First: 2016-08-23 | Last: 2016-08-23 | LEAVING
  dmunozfer                      | First: 2016-08-18 | Last: 2016-08-18 | LEAVING
  narup                          | First: 2016-08-18 | Last: 2016-08-18 | LEAVING
  lduparc                        | First: 2016-08-17 | Last: 2016-08-17 | LEAVING
  dan-s-github                   | First: 2016-08-11 | Last: 2016-08-11 | LEAVING
  treeleafj                      | First: 2016-07-27 | Last: 2016-08-10 | LEAVING
  reckter                        | First: 2016-08-10 | Last: 2016-08-10 | LEAVING
  iwanzarembo                    | First: 2016-08-05 | Last: 2016-08-05 | LEAVING
  urgelacko                      | First: 2016-08-04 | Last: 2016-08-04 | LEAVING
  gbotka                         | First: 2016-07-28 | Last: 2016-07-28 | LEAVING
  Antauri                        | First: 2016-07-05 | Last: 2016-07-27 | LEAVING
  winkumar                       | First: 2016-01-29 | Last: 2016-07-26 | LEAVING
  cbelleza                       | First: 2016-07-10 | Last: 2016-07-15 | LEAVING
  pihlajus                       | First: 2016-07-11 | Last: 2016-07-11 | LEAVING
  nickman                        | First: 2016-07-07 | Last: 2016-07-07 | LEAVING
  Controlix                      | First: 2016-05-19 | Last: 2016-07-04 | LEAVING
  dragontree101                  | First: 2016-06-17 | Last: 2016-06-22 | LEAVING
  cforce                         | First: 2015-12-19 | Last: 2016-06-14 | LEAVING
  herder                         | First: 2016-06-08 | Last: 2016-06-10 | LEAVING
  KramKroc                       | First: 2016-06-09 | Last: 2016-06-09 | LEAVING
  magaton                        | First: 2015-05-05 | Last: 2016-06-01 | LEAVING
  mirwais27                      | First: 2016-05-30 | Last: 2016-05-30 | LEAVING
  VineetJT                       | First: 2016-05-27 | Last: 2016-05-27 | LEAVING
  zggg                           | First: 2016-05-27 | Last: 2016-05-27 | LEAVING
  dmwb                           | First: 2016-02-24 | Last: 2016-05-20 | LEAVING
  WillBDaniels                   | First: 2016-05-20 | Last: 2016-05-20 | LEAVING
  jakabgergely                   | First: 2016-05-12 | Last: 2016-05-12 | LEAVING
  royremi                        | First: 2016-05-12 | Last: 2016-05-12 | LEAVING
  Explox                         | First: 2016-05-07 | Last: 2016-05-07 | LEAVING
  dmarley                        | First: 2016-05-05 | Last: 2016-05-05 | LEAVING
  aroradeepak001                 | First: 2016-05-03 | Last: 2016-05-03 | LEAVING
  harestupramadharma             | First: 2016-04-06 | Last: 2016-04-21 | LEAVING
  gronono                        | First: 2015-06-05 | Last: 2016-04-21 | LEAVING
  ssumathy                       | First: 2016-04-15 | Last: 2016-04-15 | LEAVING
  arturdobo                      | First: 2016-04-12 | Last: 2016-04-12 | LEAVING
  RobWin                         | First: 2014-11-05 | Last: 2016-04-07 | LEAVING
  chrisschauer                   | First: 2016-03-02 | Last: 2016-03-31 | LEAVING
  oxygensar                      | First: 2016-02-15 | Last: 2016-03-31 | LEAVING
  AlGreed                        | First: 2016-03-31 | Last: 2016-03-31 | LEAVING
  eastseven                      | First: 2016-03-16 | Last: 2016-03-16 | LEAVING
  elsa-arroyo                    | First: 2016-03-14 | Last: 2016-03-14 | LEAVING
  ukjbrown                       | First: 2016-03-14 | Last: 2016-03-14 | LEAVING
  Koizumi85                      | First: 2016-03-10 | Last: 2016-03-10 | LEAVING
  jvmlet                         | First: 2016-02-04 | Last: 2016-03-08 | LEAVING
  tobiasflohre                   | First: 2014-12-19 | Last: 2016-03-04 | LEAVING
  BenoitCharret                  | First: 2016-03-02 | Last: 2016-03-02 | LEAVING
  alansfa                        | First: 2015-12-29 | Last: 2016-02-25 | LEAVING
  Zasch                          | First: 2016-02-10 | Last: 2016-02-10 | LEAVING
  mfarid                         | First: 2016-01-17 | Last: 2016-01-17 | LEAVING
  AaronAWatters                  | First: 2016-01-14 | Last: 2016-01-14 | LEAVING
  aayushgupta                    | First: 2015-12-09 | Last: 2016-01-06 | LEAVING
  kings1990                      | First: 2015-12-31 | Last: 2015-12-31 | LEAVING
  thomasdarimont                 | First: 2015-08-03 | Last: 2015-12-19 | LEAVING
  jenslofgren                    | First: 2015-12-14 | Last: 2015-12-14 | LEAVING
  timwebster9                    | First: 2015-12-10 | Last: 2015-12-10 | LEAVING
  kreyssel                       | First: 2015-12-07 | Last: 2015-12-07 | LEAVING
  marco79cgn                     | First: 2015-11-20 | Last: 2015-11-20 | LEAVING
  M3lkior                        | First: 2015-11-19 | Last: 2015-11-19 | LEAVING
  pasviegas                      | First: 2015-11-18 | Last: 2015-11-18 | LEAVING
  eksavoy                        | First: 2015-11-10 | Last: 2015-11-10 | LEAVING
  staleks                        | First: 2015-10-31 | Last: 2015-10-31 | LEAVING
  Hodkinson                      | First: 2015-10-29 | Last: 2015-10-29 | LEAVING
  grantlittle                    | First: 2015-10-26 | Last: 2015-10-26 | LEAVING
  josetesan                      | First: 2015-10-23 | Last: 2015-10-23 | LEAVING
  retbrown                       | First: 2015-10-20 | Last: 2015-10-20 | LEAVING
  stepan-romankov                | First: 2015-10-15 | Last: 2015-10-15 | LEAVING
  librucha                       | First: 2015-09-09 | Last: 2015-10-06 | LEAVING
  sfat                           | First: 2015-09-29 | Last: 2015-09-29 | LEAVING
  xylangyan                      | First: 2015-09-28 | Last: 2015-09-28 | LEAVING
  mersal-svds                    | First: 2015-09-25 | Last: 2015-09-26 | LEAVING
  dacofr                         | First: 2015-09-22 | Last: 2015-09-22 | LEAVING
  nicolasFauren                  | First: 2015-09-08 | Last: 2015-09-08 | LEAVING
  zergxyz                        | First: 2015-09-03 | Last: 2015-09-03 | LEAVING
  linux-china                    | First: 2015-09-01 | Last: 2015-09-01 | LEAVING
  lbeuster                       | First: 2015-08-28 | Last: 2015-08-28 | LEAVING
  remylesiak                     | First: 2015-08-27 | Last: 2015-08-27 | LEAVING
  alfredzhang                    | First: 2015-08-19 | Last: 2015-08-19 | LEAVING
  jocax                          | First: 2015-08-19 | Last: 2015-08-19 | LEAVING
  tehcyx                         | First: 2015-08-19 | Last: 2015-08-19 | LEAVING
  the-james-burton               | First: 2015-08-13 | Last: 2015-08-13 | LEAVING
  rubesMN                        | First: 2015-07-23 | Last: 2015-07-23 | LEAVING
  klu2                           | First: 2015-06-28 | Last: 2015-07-02 | LEAVING
  theindra                       | First: 2015-06-13 | Last: 2015-06-13 | LEAVING
  arnosthavelka                  | First: 2015-06-05 | Last: 2015-06-05 | LEAVING
  MichaelF25                     | First: 2015-05-11 | Last: 2015-05-18 | LEAVING
  diegosep                       | First: 2015-05-09 | Last: 2015-05-09 | LEAVING
  ccit-spence                    | First: 2015-03-14 | Last: 2015-05-07 | LEAVING
  maxwellt                       | First: 2015-04-25 | Last: 2015-04-25 | LEAVING
  teggr                          | First: 2015-04-01 | Last: 2015-04-16 | LEAVING
  afillatre                      | First: 2015-04-06 | Last: 2015-04-06 | LEAVING
  sbert                          | First: 2015-03-27 | Last: 2015-03-27 | LEAVING
  RaphC                          | First: 2015-03-17 | Last: 2015-03-17 | LEAVING
  BERA                           | First: 2015-03-13 | Last: 2015-03-13 | LEAVING
  riy                            | First: 2015-03-12 | Last: 2015-03-12 | LEAVING
  jar349                         | First: 2015-03-05 | Last: 2015-03-05 | LEAVING
  britter                        | First: 2015-02-26 | Last: 2015-02-27 | LEAVING
  dgomesbr                       | First: 2015-02-26 | Last: 2015-02-26 | LEAVING
  Vad1mo                         | First: 2015-02-17 | Last: 2015-02-17 | LEAVING
  bsideup                        | First: 2015-02-11 | Last: 2015-02-11 | LEAVING
  jenswl                         | First: 2015-01-30 | Last: 2015-01-30 | LEAVING
  mariuszluciow                  | First: 2015-01-19 | Last: 2015-01-19 | LEAVING
  baudo2048                      | First: 2015-01-17 | Last: 2015-01-17 | LEAVING
  malike                         | First: 2015-01-13 | Last: 2015-01-13 | LEAVING
  ajausti1                       | First: 2015-01-09 | Last: 2015-01-09 | LEAVING
  gitter-badger                  | First: 2014-11-29 | Last: 2014-11-29 | LEAVING
  adispennette                   | First: 2014-11-15 | Last: 2014-11-15 | LEAVING
  ricardolonga                   | First: 2014-11-07 | Last: 2014-11-07 | LEAVING
  aliaksei-lithium               | First: 2014-10-27 | Last: 2014-10-27 | LEAVING
  hbenlulu                       | First: 2014-10-02 | Last: 2014-10-02 | LEAVING
  making                         | First: 2014-09-29 | Last: 2014-09-29 | LEAVING
